Date,AAL,DIS,F,MSFT
2016-01-31,37.25789172506643,90.400998465681,9.394266732620254,50.704795106214846
2016-02-29,39.28880566219933,90.117964657084,9.84273675251921,47.15989601100322
2016-03-31,39.298388297726696,93.693625105685,10.621658366027924,51.191844667604315
2016-04-30,33.24216264443158,97.420236918871,10.786020191922928,46.223742414872845
2016-05-31,30.667002602060993,93.608714963106,10.730340146684387,49.47501959347434
2016-06-30,27.207234210728508,92.28789052299,9.998545266406431,47.76673118109589
2016-07-31,34.117160525639775,91.176748664415,10.179118029072422,52.910266236945766
2016-08-31,34.990197461903435,89.760872108814,10.130875763531794,53.974562915071964
2016-09-30,35.28901182039352,88.240467753805,9.70473575125625,54.106070725863994
2016-10-31,39.135041789346545,88.078924791085,9.558889408387644,56.28534301898907
2016-11-30,44.8779914604495,94.189049792776,9.738016807863394,56.97971217424629
2016-12-31,45.11958271508155,99.782558292918,9.876433434731016,58.757373290867314
2017-01-31,42.76165206987275,105.93878406363,10.225889982906121,61.130739994441136
2017-02-28,44.897443991708,105.40262754239,10.366537337039944,60.862612366606946
2017-03-31,40.96552805973357,108.56212132829,9.630207071280523,62.651010479286235
2017-04-30,41.27543276373155,110.67802474248,9.617336553553525,65.12432701809801
2017-05-31,46.98506812367129,103.34416946975,9.323869439887984,66.81038317205976
2017-06-30,48.83884792363437,101.72612568243,9.382562862621093,65.93985841996104
2017-07-31,48.95531576446974,106.04377536085,9.528328945452767,69.54631810722715
2017-08-31,43.51253326984559,97.622396675319,9.366975781492336,71.90750260300184
2017-09-30,46.18708549362913,95.085371939587,10.165249329507096,71.63822213317651
2017-10-31,45.53546731547095,94.352239316334,10.549191253580839,79.99553385739861
2017-11-30,49.211947704328445,101.11442311766,10.764129950679063,81.35734591422938
2017-12-31,50.71296571709664,104.54513058683,10.738337307027276,82.68156551625499
2018-01-31,52.944998995823354,105.67314055317,9.668994094140185,91.83511269230051
2018-02-28,52.98303451145675,100.31509321307,9.351688909646978,91.05574674671976
2018-03-31,50.74651563530494,97.670104326495,9.765948456068664,88.62811139568213
2018-04-30,41.92740408436568,97.56313786417,10.042561116394806,90.812983211616
2018-05-31,42.62335396336397,96.726854613266,10.319535666758009,96.39392872004687
2018-06-30,37.160829500443185,101.91959014795,9.890671846840792,96.16962071108684
2018-07-31,38.707565817901035,111.31356717764,9.097822043400088,103.45475474122392
2018-08-31,39.73094649819283,109.80403130714,8.590373801935542,109.97745459989785
2018-09-30,40.56521785499777,114.62670434795,8.381957559905459,111.97473054918827
2018-10-31,34.43086964319675,112.55844416175,8.808153313071974,104.5730608547591
2018-11-30,39.52721744385206,113.20538810625,8.679028552461496,109.04337822791872
2018-12-31,31.6040575727612,108.32555814375,7.055745847644043,99.87858171710437
2019-01-31,35.20638864458637,110.17297076326,8.256191024502087,102.69095489531566
2019-02-28,35.163554198539146,111.47702672997,8.228044918736737,110.6373350461266
2019-03-31,31.344217831759845,109.68888938167,8.237426953991854,116.47386677979264
2019-04-30,33.73253669677429,135.3155649699,9.959030423305641,128.97648805698591
2019-05-31,26.95277132266279,130.44511351847,9.07272436649471,122.58835815120602
2019-06-30,32.277997533310085,137.95331453893,9.74936662492026,132.77762336623186
2019-07-31,30.199377636960772,142.15539725655,9.218216433447221,135.06723451863556
2019-08-31,26.133964846533868,136.43975825071,8.86999419671679,136.6432006365238
2019-09-30,26.789548913379644,129.54123047671,8.860321356807614,137.80287381761136
2019-10-31,29.8588743172485,129.14362080674,8.446992230854605,142.10456749788491
2019-11-30,28.639263932702416,150.67418443569,8.909167591564927,150.55531331998563
2019-12-31,28.579474237644583,144.63,9.145172031076582,156.84088327759105
2020-01-31,26.745923589204345,138.31,8.82,169.3026224498689
2020-02-29,19.05,117.65,6.96,161.56618466992535
2020-03-31,12.19,96.6,4.83,157.27796422624485
2020-04-30,12.01,108.15,5.09,178.71906644464738
2020-05-31,10.5,117.3,5.71,183.25
2020-06-30,13.07,111.51,6.08,203.51
2020-07-31,12.81,113.01,5.98,204.7
